# Data source: SEC EDGAR (data.sec.gov)
# Screener Parameters:
# Revenue >= 0.0
# NetIncome >= 0.0
# EPS >= 0.0
# Debt/Assets <= 0.8

Ticker,Company,CIK,ReportDate,Revenue,NetIncome,NetMargin%,RevenueYoY%,Assets,Liabilities,Equity,Debt/Assets%,EPS,SharesOut
AMPY,AMPLIFY ENERGY CORP.,0001533924,2024-12-31,208637000,12946000,6.21,-8.79,747076000,338164000,408912000.0,45.27,0.31,40475997.0
AII,"American Integrity Insurance Group, Inc.",0002007587,2025-09-30,208411000,78753000,37.79,,1433680000,1117800000,315880000.0,77.97,4.66,19576804.0
NOAH,Noah Holdings Ltd,0001499543,2024-12-31,206938000,65135000,31.48,0.95,1613694000,241954000,1362576000.0,14.99,0.19,335153359.0
SJ,SCIENJOY HOLDING CORPORATION,0001753673,2024-12-31,206323000,5438000,2.64,-27.14,192509000,30121000,164276000.0,15.65,0.13,27037302.0
SBCWW,SBC Medical Group Holdings Incorporated,0001930313,2024-12-31,205415542,46614275,22.69,6.13,266083154,71060996,195109157.0,26.71,0.48,102576943.0
SBC,SBC Medical Group Holdings Incorporated,0001930313,2024-12-31,205415542,46614275,22.69,6.13,266083154,71060996,195109157.0,26.71,0.48,102576943.0
BDL,"FLANIGAN’S ENTERPRISES, INC.",0000012040,2025-09-27,205248000,5033000,2.45,310.54,140623000,61526000,65156000.0,43.75,2.71,1858647.0
TWFG,"TWFG, Inc.",0002007596,2024-12-31,203760000,2745000,1.35,18.44,323428000,48142000,73884000.0,14.88,0.19,
GTY,GETTY REALTY CORP.,0001052752,2024-12-31,203391000,71064000,34.94,9.44,1973680000,1011597000,962083000.0,51.25,1.26,57743337.0
LFVN,LIFEVANTAGE CORP,0000849146,2025-06-30,203204000,9805000,4.83,1.86,71958000,37317000,34641000.0,51.86,0.8,12701187.0
HLIO,"HELIOS TECHNOLOGIES, INC.",0001024795,2024-12-28,200727000,39000000,19.43,-11.84,1505400000,641000000,864400000.0,42.58,1.17,33128494.0
MHH,"MASTECH DIGITAL, INC.",0001437226,2024-12-31,198943000,3402000,1.71,-1.07,111484000,24050000,87434000.0,21.57,0.29,11697331.0
PLYM,"PLYMOUTH INDUSTRIAL REIT, INC.",0001515816,2024-12-31,198355000,139344000,70.25,-0.75,1368418000,781299000,579548000.0,57.1,3.06,44551164.0
APEI,"AMERICAN PUBLIC EDUCATION, INC.",0001201792,2024-12-31,198174000,16113000,8.13,33.0,570103000,266224000,303879000.0,46.7,0.57,18085030.0
ACU,ACME UNITED CORP,0000002098,2024-12-31,194489991,10022351,5.15,1.56,162170586,55189951,106980635.0,34.03,2.71,3806724.0
OSPN,OneSpan Inc.,0001044777,2024-12-31,193291000,57082000,29.53,0.51,338734000,126204000,212530000.0,37.26,1.49,38027123.0
III,Information Services Group Inc.,0001371489,2024-12-31,192745000,2839000,1.47,4.51,204515000,108229000,96286000.0,52.92,0.06,47884104.0
EXP,EAGLE MATERIALS INC.,0000918646,2025-03-31,189894000,463416000,244.04,-17.01,3264588000,1807888000,1456700000.0,55.38,13.88,32063877.0
SILA,"SILA REALTY TRUST, INC.",0001567925,2024-12-31,189065000,42657000,22.56,5.04,2007074000,603889000,1403185000.0,30.09,0.75,55119856.0
IZM,ICZOOM GROUP INC.,0001854572,2025-06-30,187048691,1194497,0.64,5.12,41238472,25816813,15421659.0,62.6,0.1,11001358.0
RCMT,"RCM TECHNOLOGIES, INC.",0000700841,2024-12-31,186737000,13327000,7.14,5.83,132077000,98593000,33484000.0,74.65,1.72,7410510.0
MAPS,"WM TECHNOLOGY, INC.",0001779474,2024-12-31,184514000,7639000,4.14,-1.85,181866000,61799000,36077000.0,33.98,0.02,129240910.0
MAPSW,"WM TECHNOLOGY, INC.",0001779474,2024-12-31,184514000,7639000,4.14,-1.85,181866000,61799000,36077000.0,33.98,0.02,129240910.0
LEGH,Legacy Housing Corporation,0001436208,2024-12-31,184191000,61642000,33.47,-2.62,534194000,40238000,493956000.0,7.53,2.55,23868727.0
GHG,GreenTree Hospitality Group Ltd.,0001724755,2024-12-31,184050552,15070246,8.19,-19.7,677752517,473266597,199847402.0,69.83,3.75,
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",0000069633,2025-06-30,181621000,43406000,23.9,-3.81,198141000,29535000,168606000.0,14.91,1.2,35664324.0
ESCA,"ESCALADE, INCORPORATED",0000033488,2024-12-31,180541000,12986000,7.19,2.71,226330000,57333000,168997000.0,25.33,0.94,13803745.0
ELA,ENVELA CORPORATION,0000701719,2024-12-31,180376229,6757059,3.75,2.92,77870489,25218351,52652138.0,32.38,0.26,25963476.0
ORA,"ORMAT TECHNOLOGIES, INC.",0001296445,2024-12-31,179382000,123733000,68.98,-6.79,5666224000,3105844000,2425129000.0,54.81,2.05,60781792.0
BL,"BlackLine, Inc.",0001666134,2024-12-31,177031000,161174000,91.04,43.78,1825036000,1341884000,446669000.0,73.53,2.59,59486668.0
TOYO,"TOYO Co., Ltd",0001985273,2024-12-31,176957128,40614170,22.95,183.69,239799700,180360291,59239960.0,75.21,1.09,46595743.0
CBAT,"CBAK ENERGY TECHNOLOGY, INC.",0001117171,2024-12-31,176614609,11790032,6.68,-13.61,302218144,182150979,121673043.0,60.27,0.13,88645836.0
MNTK,"MONTAUK RENEWABLES, INC.",0001826600,2024-12-31,175736000,9734000,5.54,0.48,349015000,91598000,257417000.0,26.24,0.07,142256617.0
MTEX,MANNATECH INC,0001056358,2024-12-31,173600000,2490000,1.43,-1.75,36056000,27442000,8614000.0,76.11,1.32,1900930.0
CGNX,COGNEX CORP,0000851205,2024-12-31,173484000,106171000,61.2,,1992850000,475345000,1517505000.0,23.85,0.62,167598049.0
VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",0000883237,2024-12-31,171646000,208131000,121.26,17.5,3994494000,2985576000,897493000.0,74.74,17.19,6754405.0
SPOK,"SPOK HOLDINGS, INC.",0001289945,2024-12-31,171175000,14965000,8.74,-4.67,217103000,62357000,154746000.0,28.72,0.74,20598169.0
GIFI,"Gulf Island Fabrication, Inc.",0001031623,2024-12-31,171022000,14741000,8.62,-40.27,133216000,40114000,93102000.0,30.11,0.9,15998611.0
SHIP,Seanergy Maritime Holdings Corp.,0001448397,2024-12-31,167459000,43472000,25.96,51.91,545853000,283674000,262179000.0,51.97,2.12,68314985.0
GASS,STEALTHGAS INC.,0001328919,2024-12-31,167262185,69862177,41.77,16.54,732239864,105713050,626526814.0,14.44,1.91,37041373.0
ULBI,ULTRALIFE CORPORATION,0000875657,2024-12-31,164456000,6312000,3.84,3.66,220451000,86264000,133995000.0,39.13,0.38,16648947.0
XZO,"Exzeo Group, Inc.",0001873951,2025-09-30,163664000,60765000,37.13,,182254000,103822000,78432000.0,56.97,0.73,90771289.0
SSTK,"SHUTTERSTOCK, INC.",0001549346,2024-12-31,163332000,35932000,22.0,,1309156000,790806000,518350000.0,60.41,1.02,35513216.0
MEDP,"Medpace Holdings, Inc.",0001668397,2024-12-31,163077000,404386000,247.97,,2100866000,1275321000,825545000.0,60.7,13.06,28168223.0
LOPE,"GRAND CANYON EDUCATION, INC.",0001434588,2024-12-31,162443000,226234000,139.27,-68.23,1018425000,234572000,783853000.0,23.03,7.77,27968476.0
HUT,Hut 8 Corp.,0001964789,2024-12-31,162385000,331882000,204.38,167.94,1518860000,538281000,976669000.0,35.44,3.71,108036632.0
NBIX,"NEUROCRINE BIOSCIENCES, INC.",0000914475,2024-12-31,161626000,341300000,211.17,977.51,3718700000,1129000000,2589700000.0,30.36,3.4,99705698.0
RSVRW,"RESERVOIR MEDIA, INC.",0001824403,2025-03-31,158705736,7749913,4.88,9.56,865127010,498927228,364877776.0,57.67,0.12,65588223.0
RSVR,"RESERVOIR MEDIA, INC.",0001824403,2025-03-31,158705736,7749913,4.88,9.56,865127010,498927228,364877776.0,57.67,0.12,65588223.0
NGS,"NATURAL GAS SERVICES GROUP, INC.",0001084991,2024-12-31,156742000,17227000,10.99,29.36,492528000,237471000,255057000.0,48.21,1.39,12568917.0
MGNI,"MAGNITE, INC.",0001595974,2024-12-31,156414000,22786000,14.57,25.45,2854768000,2086550000,768218000.0,73.09,0.16,143647869.0
FRPT,"FRESHPET, INC.",0001611647,2024-12-31,156379210,46925000,30.01,17.53,1574878000,519518000,1055360000.0,32.99,0.97,48808337.0
DTI,DRILLING TOOLS INTERNATIONAL CORPORATION,0001884516,2024-12-31,154446000,3014000,1.95,1.59,222431000,102472000,119959000.0,46.07,0.09,35198778.0
WSR,Whitestone REIT,0001175535,2024-12-31,154282000,36893000,23.91,4.98,1134639000,690805000,438153000.0,60.88,0.73,51020124.0
TATT,TAT TECHNOLOGIES LTD.,0000808439,2024-12-31,152116000,11167000,7.34,33.68,163362000,51393000,111969000.0,31.46,1.08,10940358.0
PAYC,"Paycom Software, Inc.",0001590955,2024-12-31,150332000,502000000,333.93,-65.29,5859900000,4284000000,1575900000.0,73.11,8.93,56269005.0
YIBO,Planet Image International Limited,0001868395,2024-12-31,149828000,7114000,4.75,-0.26,138922000,82036000,56886000.0,59.05,0.13,
GOOD,GLADSTONE COMMERCIAL CORP,0001234006,2024-12-31,149388000,23998000,16.06,1.22,1094348000,753006000,171171000.0,68.81,0.27,48401155.0
GOODN,GLADSTONE COMMERCIAL CORP,0001234006,2024-12-31,149388000,23998000,16.06,1.22,1094348000,753006000,171171000.0,68.81,0.27,48401155.0
GOODO,GLADSTONE COMMERCIAL CORP,0001234006,2024-12-31,149388000,23998000,16.06,1.22,1094348000,753006000,171171000.0,68.81,0.27,48401155.0
UFPT,"UFP Technologies, Inc.",0000914156,2024-12-31,147843000,58981000,39.89,1.17,628995000,286235000,342760000.0,45.51,7.69,7712444.0
CHR,"CHEER HOLDING, INC.",0001738758,2024-12-31,147196000,25966000,17.64,-3.37,346591000,41521000,304993000.0,11.98,2.51,10070012.0
LGCL,Lucas GC Limited,0001954694,2024-12-31,145686000,5451000,3.74,-29.82,55245000,18861000,36008000.0,34.14,0.07,79467057.0
DHIL,"DIAMOND HILL INVESTMENT GROUP, INC.",0000909108,2024-12-31,145201729,43177729,29.74,6.69,245126650,82564514,162316128.0,33.68,15.66,2705296.0
RICK,"RCI HOSPITALITY HOLDINGS, INC.",0000935419,2024-09-30,144896000,3011000,2.08,329.46,584364000,321254000,263360000.0,54.97,0.33,8720461.0
WYHG,Wing Yip Food Holdings Group Limited,0001999860,2024-12-31,144629055,11249703,7.78,7.88,193491088,37746096,155744992.0,19.51,0.23,50023428.0
USLM,UNITED STATES LIME & MINERALS INC,0000082020,2024-12-31,144435000,108839000,75.36,-0.28,543163000,45422000,497741000.0,8.36,3.81,28639399.0
HUBS,"HubSpot, Inc.",0001404655,2024-12-31,144022000,4628000,3.21,-61.66,3795833000,1887547000,1908286000.0,49.73,0.09,52385551.0
APPF,"AppFolio, Inc.",0001433195,2024-12-31,143803000,204068000,141.91,36.2,626678000,107388000,519290000.0,17.14,5.63,
NCSM,"NCS Multistage Holdings, Inc.",0001692427,2024-12-31,142471000,6593000,4.63,-8.46,152812000,36703000,98839000.0,24.02,2.6,2540920.0
GCLWW,GCL GLOBAL HOLDINGS LTD.,0002002045,2025-03-31,142072586,5587625,3.93,45.66,101587583,64630321,35854075.0,63.62,0.05,121947978.0
GCL,GCL GLOBAL HOLDINGS LTD.,0002002045,2025-03-31,142072586,5587625,3.93,45.66,101587583,64630321,35854075.0,63.62,0.05,121947978.0
DHX,"DHI Group, Inc.",0001393883,2024-12-31,141926000,253000,0.18,-6.55,221371000,107046000,114325000.0,48.36,0.01,47157027.0
GMRE,Global Medical REIT Inc.,0001533615,2024-12-31,138780000,18342000,13.22,-1.61,1256486000,700570000,534126000.0,55.76,0.01,13407358.0
KEQU,KEWAUNEE SCIENTIFIC CORPORATION,0000055529,2025-04-30,138558000,11405000,8.23,7.72,194654000,128409000,64457000.0,65.97,3.98,2866384.0
HOUR,"Hour Loop, Inc.",0001874875,2024-12-31,138252861,657447,0.48,4.64,19966964,14807222,5159742.0,74.16,0.02,35176320.0
FTK,FLOTEK INDUSTRIES INC/CN,0000928054,2024-12-31,136092000,10498000,7.71,214.53,170796000,56896000,113900000.0,33.31,0.36,30057823.0
INFU,"INFUSYSTEM HOLDINGS, INC",0001337013,2024-12-31,134861000,2345000,1.74,7.22,103614000,46085000,57529000.0,44.48,0.11,20336183.0
CWCO,CONSOLIDATED WATER CO. LTD.,0000928340,2024-12-31,133966633,28237554,21.08,-25.66,243313181,28003534,209960695.0,11.51,1.78,15931336.0
NWPX,"NWPX Infrastructure, Inc.",0001001385,2024-12-31,132780000,34206000,25.76,-15.02,589653000,215650000,374003000.0,36.57,3.45,9609651.0
YOUL,Youlife Group Inc.,0002028177,2025-06-30,127496000,5265000,4.13,,148785000,61327000,-55663000.0,41.22,0.12,
IH,iHuman Inc.,0001814423,2024-12-31,126341000,13506000,10.69,-11.9,194490000,62856000,131634000.0,32.32,0.05,215053763.0
SGA,"Saga Communications, Inc",0000886136,2024-12-31,124829000,3460000,2.77,5.65,221725000,55803000,165922000.0,25.17,0.55,6439921.0
PI,"Impinj, Inc.",0001114995,2024-12-31,122633000,40838000,33.3,-2.13,489080000,339216000,149864000.0,69.36,1.46,30109132.0
ESOA,Energy Services of America Corporation,0001357971,2025-09-30,122465826,2509023,2.05,282.59,215207056,155971263,59235793.0,72.47,0.02,16749814.0
FRD,FRIEDMAN INDUSTRIES INC,0000039092,2025-03-31,121157278,6085000,5.02,332.19,226822000,94397000,132425000.0,41.62,0.87,7112182.0
CURB,Curbline Properties Corp.,0002027317,2024-12-31,120881000,10273000,8.5,29.06,2033098000,90541000,1941784000.0,4.45,0.1,105368120.0
NOTE,"FISCALNOTE HOLDINGS, INC.",0001823466,2024-12-31,120266000,9517000,7.91,-9.33,326197000,228366000,97831000.0,70.01,0.07,121449403.0
HLIT,HARMONIC INC.,0000851310,2024-12-31,120222000,39217000,32.62,-9.9,796506000,331248000,465258000.0,41.59,0.34,112233082.0
RDGT,"Ridgetech, Inc.",0001856084,2025-03-31,119971638,10194467,8.5,-22.37,64484872,34848490,29636382.0,54.04,1.84,5855009.0
NRC,National Research Corporation,0000070487,2024-12-31,119686000,30047000,25.1,1.81,132539000,101255000,31284000.0,76.4,1.05,22657421.0
CPRX,"CATALYST PHARMACEUTICALS, INC.",0001369568,2024-12-31,119072803,163889000,137.64,16.39,851411000,123779000,727632000.0,14.54,1.38,122912387.0
GMHS,Gamehaus Holdings Inc.,0002000530,2025-06-30,118048882,3961531,3.36,-18.72,47208181,14099786,33226337.0,29.87,0.08,75409060.0
CRON,CRONOS GROUP INC.,0001656472,2024-12-31,117615000,41080000,34.93,34.82,1166312000,55330000,1064063000.0,4.74,0.11,382893267.0
LZMH,LZ TECHNOLOGY HOLDINGS LIMITED,0001967397,2024-12-31,112728000,759000,0.67,,41869000,32629000,8919000.0,77.93,0.01,
ASPN,"ASPEN AEROGELS, INC.",0001145986,2024-12-31,111631000,13375000,11.98,-5.19,895144000,280439000,614705000.0,31.33,0.17,82647081.0
GDYN,"Grid Dynamics Holdings, Inc.",0001743725,2024-12-31,111283000,4041000,3.63,-5.95,592192000,74363000,517829000.0,12.56,0.05,84769058.0
LB,LandBridge Company LLC,0001995807,2024-12-31,109954000,5110000,4.65,50.9,1003474000,395408000,436012000.0,39.4,0.28,
BTBT,"BIT DIGITAL, INC.",0001710350,2024-12-31,108050720,28305810,26.2,140.56,538247664,74768515,463479149.0,13.89,0.2,323674831.0
NC,"NACCO INDUSTRIES, INC.",0000789933,2024-12-31,104778000,33741000,32.2,-87.77,631687000,226740000,404947000.0,35.89,4.58,
FONR,FONAR CORPORATION,0000355019,2025-06-30,104351318,8334261,7.99,1.43,216907877,56803257,172608186.0,26.19,1.78,6357482.0
CTLP,"Cantaloupe, Inc.",0000896429,2025-06-30,104093000,64533000,62.0,378.46,381858000,128107000,251031000.0,33.55,0.87,73697229.0
LWAY,"LIFEWAY FOODS, INC.",0000814586,2024-12-31,103350000,9025000,8.73,-13.07,90547000,18636000,71911000.0,20.58,0.61,15228763.0
OFLX,"Omega Flex, Inc.",0001317945,2024-12-31,101799000,18014000,17.7,8.24,105891000,22710000,83114000.0,21.45,1.78,10094322.0
LMAT,"LEMAITRE VASCULAR, INC.",0001158895,2024-12-31,100867000,44038000,43.66,13.14,551817000,214527000,337290000.0,38.88,1.96,22685994.0
NAGE,"NIAGEN BIOSCIENCE, INC.",0001386570,2024-12-31,99597000,8550000,8.58,19.18,68278000,22184000,46094000.0,32.49,0.11,79806139.0
UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,0000798783,2024-12-31,99011000,19234000,19.43,3.6,580862000,401321000,179541000.0,69.09,1.39,13873618.0
MSB,MESABI TRUST,0000065172,2025-01-31,98595651,93274243,94.6,331.26,101728455,78400735,23327720.0,77.07,7.11,13120010.0
TCMD,"Tactile Systems Technology, Inc.",0001027838,2024-12-31,97303000,16960000,17.43,,297924000,81327000,216597000.0,27.3,0.71,22335582.0
EVER,"EverQuote, Inc.",0001640428,2024-12-31,97292000,32169000,33.06,31.83,210530000,75162000,135368000.0,35.7,0.92,
MAMA,"Mama’s Creations, Inc.",0001520358,2025-01-31,95420129,3711000,3.89,95.54,47062000,22166000,24896000.0,47.1,0.1,40653333.0
QLYS,"QUALYS, INC.",0001107843,2024-12-31,94801000,173680000,183.2,-70.52,973537000,496421000,477116000.0,50.99,4.72,35858308.0
WHG,"WESTWOOD HOLDINGS GROUP, INC.",0001165002,2024-12-31,94721000,2211000,2.33,5.5,149989000,27657000,120291000.0,18.44,0.27,9408130.0
PRLB,"Proto Labs, Inc.",0001443669,2024-12-31,92375000,16593000,17.96,,743512000,73361000,670151000.0,9.87,0.66,23678745.0
UCL,UCLOUDLINK GROUP INC.,0001775898,2024-12-31,91635000,4558000,4.97,7.08,64979000,43356000,21623000.0,66.72,0.01,232451900.0
ETD,Ethan Allen Interiors Inc.,0000896156,2025-06-30,91568000,63816000,69.69,-47.55,737099000,254830000,482355000.0,34.57,2.02,25446339.0
GHI,GREYSTONE HOUSING IMPACT INVESTORS LP,0001059142,2024-12-31,91271399,21323333,23.36,-12.99,1579700160,1196267250,,75.73,0.76,23582453.0
CTW,CTW Cayman,0002047148,2025-07-31,90370793,3828563,4.24,32.07,46502256,18854199,27648057.0,40.54,0.06,
SPRY,"ARS Pharmaceuticals, Inc.",0001671858,2024-12-31,89149000,7998000,8.97,297063.33,351153000,94355000,256798000.0,26.87,0.08,98848611.0
INOD,INNODATA INC.,0000903651,2024-12-31,86775000,28660000,33.03,9.84,113449000,50060000,63472000.0,44.13,0.98,31860951.0
GTEC,GREENLAND TECHNOLOGIES HOLDING CORPORATION,0001735041,2024-12-31,83944661,14066972,16.76,-7.07,115576195,62307307,60207697.0,53.91,1.03,17394226.0
ACR,ACRES COMMERCIAL REALTY CORP.,0001332551,2024-12-31,83488000,33341000,39.94,-8.39,1881467000,1431805000,439128000.0,76.1,1.19,7285680.0
CECO,CECO ENVIRONMENTAL CORP.,0000003197,2024-12-31,83353000,12957000,15.54,,759699000,507806000,247689000.0,66.84,0.37,35641031.0
OLP,"ONE LIBERTY PROPERTIES, INC.",0000712770,2024-12-31,82740000,30417000,36.76,1.02,766954000,458379000,307425000.0,59.77,1.41,21645162.0
INSP,"INSPIRE MEDICAL SYSTEMS, INC.",0001609550,2024-12-31,82050000,53509000,65.22,62.18,808383000,118688000,689695000.0,14.68,1.8,29056434.0
CVU,"CPI AEROSTRUCTURES, INC.",0000889348,2024-12-31,81283148,3299334,4.06,-0.06,67982002,42048760,25933242.0,61.85,0.26,13185249.0
TKR,TIMKEN CO,0000098362,2024-12-31,80100000,352700000,440.32,-25.42,6411000000,2902000000,2826500000.0,45.27,5.02,69655588.0
SMID,Smith-Midland Corporation,0000924719,2024-12-31,78508000,7675000,9.78,31.77,67991000,26252000,41739000.0,38.61,1.45,5304606.0
CNVS,Cineverse Corp.,0001173204,2025-03-31,78181000,3764000,4.81,59.13,72516000,34724000,38752000.0,47.88,0.18,19150403.0
GHM,GRAHAM CORPORATION,0000716314,2025-03-31,77534000,12230000,15.77,348.67,264110000,144533000,119577000.0,54.72,1.12,10987954.0
PSTL,"POSTAL REALTY TRUST, INC.",0001759774,2024-12-31,76372000,6596000,8.64,19.87,646818000,329320000,251285000.0,50.91,0.21,26062636.0
WIMI,WiMi Hologram Cloud Inc.,0001770088,2024-12-31,75388773,9966265,13.22,-8.78,299421256,106758588,138999516.0,35.65,1.01,176300513.0
MLGO,MicroAlgo Inc.,0001800392,2024-12-31,75327948,7288806,9.68,-8.02,176274857,28882391,144945752.0,16.38,1.46,51606706.0
RDVT,"RED VIOLET, INC.",0001720116,2024-12-31,75189000,7003000,9.31,24.89,98531000,11899000,86632000.0,12.08,0.51,13971789.0
ACMR,"ACM Research, Inc.",0001680062,2024-12-31,74643000,103627000,138.83,104.47,1855721000,759815000,904625000.0,40.94,1.67,14176690.0
BKTI,BK Technologies Corp,0000002186,2024-12-31,74094000,8359000,11.28,45.42,51499000,21668000,29831000.0,42.07,2.35,3732241.0
THR,"THERMON GROUP HOLDINGS, INC.",0001489096,2025-03-31,73323000,53515000,72.99,-17.03,755452000,260137000,495315000.0,34.43,1.59,32840075.0
IRMD,IRADIMED CORPORATION,0001325618,2024-12-31,73242121,19234026,26.26,11.71,98325775,11507019,86818756.0,11.7,1.52,12721156.0
NTWK,"NETSOL TECHNOLOGIES, INC.",0001039280,2025-06-30,73088687,2923233,4.0,13.4,62441109,20181979,37833765.0,32.32,0.25,11796775.0
SGC,"SUPERIOR GROUP OF COMPANIES, INC.",0000095574,2024-12-31,72450000,12004000,16.57,12.0,415134000,216278000,198856000.0,52.1,0.75,15968792.0
YSXT,"YSX Tech Co., Ltd",0001993463,2025-03-31,71452736,4021848,5.63,22.04,41101177,13479281,27621896.0,32.8,0.18,23437500.0
FEIM,"FREQUENCY ELECTRONICS, INC.",0000039020,2025-04-30,69811000,23686000,33.93,26.3,93737000,38117000,55620000.0,40.66,2.46,9777647.0
LSE,"Leishen Energy Holding Co., Ltd.",0001985139,2024-09-30,69073374,8095871,11.72,-5.49,69634050,29178537,39786592.0,41.9,0.52,15500000.0
GEG,"Great Elm Group, Inc.",0001831096,2025-06-30,67974000,12891000,18.96,11.7,153937000,73271000,70318000.0,47.6,0.47,33029368.0
GEGGL,"Great Elm Group, Inc.",0001831096,2025-06-30,67974000,12891000,18.96,11.7,153937000,73271000,70318000.0,47.6,0.47,33029368.0
DSWL,"DESWELL INDUSTRIES, INC.",0000946936,2025-03-31,67610000,11138000,16.47,-2.53,120208000,18088000,102120000.0,15.05,0.7,15935239.0
INTT,InTest Corporation,0001036262,2024-12-31,66801000,2891000,4.33,66.06,152288000,52498000,99790000.0,34.47,0.24,12483433.0
PDEX,"PRO-DEX, INC.",0000788920,2025-06-30,66593000,8978000,13.48,23.68,61192000,24560000,36632000.0,40.14,2.73,3262004.0
VCYT,"VERACYTE, INC.",0001384101,2024-12-31,66258000,24138000,36.43,,1300035000,124069000,1175966000.0,9.54,0.32,79049173.0
FF,FUTUREFUEL CORP.,0001337298,2024-12-31,65513000,15503000,23.66,-12.95,247691000,41870000,205821000.0,16.9,0.35,43803243.0
LGCY,LEGACY EDUCATION INC.,0001836754,2025-06-30,64168025,7534232,11.74,39.49,69205138,28161618,41043520.0,40.69,0.65,12566988.0
JVA,"COFFEE HOLDING CO., INC.",0001007019,2024-10-31,63922402,2218014,3.47,-3.19,34010688,7833121,26177567.0,23.03,0.39,5708599.0
EGAN,eGain Corporation,0001066194,2025-06-30,61307000,32254000,52.61,298.15,148005000,67274000,80731000.0,45.45,1.15,27051157.0
CXDO,"Crexendo, Inc.",0001075736,2024-12-31,60838000,1677000,2.76,14.36,64938000,13525000,51413000.0,20.83,0.06,30731048.0
INVE,"IDENTIV, INC.",0001036044,2024-12-31,60219000,74820000,124.25,7.21,163225000,9156000,154069000.0,5.61,3.14,23754389.0
SD,"SANDRIDGE ENERGY, INC.",0001349436,2024-12-31,59852000,62986000,105.24,-29.71,581511000,120980000,460531000.0,20.8,1.7,36773746.0
CPHC,Canterbury Park Holding Corp,0001672909,2024-12-31,59227000,2112842,3.57,0.14,109922782,25834108,84088674.0,23.5,0.42,5099272.0
INEO,INNEOVA                                             Holdings Limited,0001933951,2024-12-31,58333000,8000,0.01,-2.0,39592000,30717000,8875000.0,77.58,0.16,9875000.0
FPI,Farmland Partners Inc.,0001591670,2024-12-31,58226000,59911000,102.89,1.32,868560000,272003000,1000.0,31.32,1.19,43097555.0
ERII,"Energy Recovery, Inc.",0001421517,2024-12-31,58156000,23050000,39.63,16.98,242792000,32782000,210010000.0,13.5,0.4,52972096.0
NAMI,Jinxin Technology Holding Company,0001967631,2024-12-31,55676000,2776000,4.99,,33329000,10884000,18080000.0,32.66,0.01,1152740747.0
RFIL,R F INDUSTRIES LTD,0000740664,2025-10-31,55325000,75000,0.14,10.22,73046000,37842000,35204000.0,51.81,0.01,10713801.0
IIIV,"i3 Verticals, Inc.",0001728688,2025-09-30,54901000,17873000,32.55,5.13,638411000,120688000,389583000.0,18.9,0.75,
ELMD,"Electromed, Inc.",0001488917,2025-06-30,54716000,7537000,13.77,13.83,53802000,10593000,43209000.0,19.69,0.89,8340538.0
HNNAZ,"HENNESSY ADVISORS, INC.",0001145255,2025-09-30,54590000,9960000,18.25,3.09,160459000,62723000,97736000.0,39.09,1.28,7891917.0
HNNA,"HENNESSY ADVISORS, INC.",0001145255,2025-09-30,54590000,9960000,18.25,3.09,160459000,62723000,97736000.0,39.09,1.28,7891917.0
PLX,"PROTALIX BIOTHERAPEUTICS, INC.",0001006281,2024-12-31,53399000,2932000,5.49,-18.47,73417000,30206000,43211000.0,41.14,0.04,80421181.0
ONEG,OneConstruction Group Limited,0002030834,2025-09-30,53205000,898000,1.69,-16.16,49845000,37277000,12141000.0,74.79,8.0,13000000.0
PINE,"ALPINE INCOME PROPERTY TRUST, INC.",0001786117,2024-12-31,52227000,2066000,3.96,14.42,604995000,328500000,253027000.0,54.3,0.15,14164662.0
NCEW,NEW CENTURY LOGISTICS (BVI) LIMITED,0001968043,2024-09-30,52176109,220643,0.42,44.64,18452852,12243880,6208972.0,66.35,0.01,20000000.0
CHCI,"Comstock Holding Companies, Inc.",0001299969,2024-12-31,51294000,14560000,28.39,14.7,64867000,12498000,52369000.0,19.27,0.81,8296212.0
GSG,iShares S&P GSCI Commodity-Indexed Trust,0001332174,2024-12-31,51251135,69991022,136.56,-2.49,798917906,11798140,787119766.0,1.48,1.53,46600000.0
MRAM,"Everspin Technologies, Inc.",0001438423,2024-12-31,49417000,781000,1.58,37.51,77789000,15196000,62593000.0,19.53,0.04,22856514.0
MPTI,"M-tron Industries, Inc.",0001902314,2024-12-31,49012000,7636000,15.58,19.05,36488000,5216000,31272000.0,14.3,2.78,2929798.0
GENC,GENCOR INDUSTRIES INC,0000064472,2025-09-30,48943000,15661000,32.0,-22.54,222596000,10794000,211802000.0,4.85,1.07,8008632.0
REFI,"CHICAGO ATLANTIC REAL ESTATE FINANCE, INC.",0001867949,2024-12-31,48857628,37045403,75.82,341.15,435148974,126190877,308958097.0,29.0,1.92,21075298.0
CDNA,"CAREDX, INC.",0001217234,2024-12-31,48324000,52549000,108.74,18.93,491050000,112617000,378433000.0,22.93,1.0,51432639.0
FEDU,Four Seasons Education (Cayman) Inc.,0001709819,2025-02-28,47493000,111000,0.23,,100395000,31032000,62423000.0,30.91,0.01,22600576.0
SLNG,"Stabilis Solutions, Inc.",0001043186,2024-12-31,47130000,4599000,9.76,24.64,85584000,18576000,67008000.0,21.7,0.25,18596301.0
